"Age","Gender","Education","Educ","Political","Mean_Animal_reminder","Mean_Contamination","Mean_core","Mean_general_ds"
53,"male",12,"HS","right",2.625,1.5,1.81818181818182,2.04347826086957
42,"male",15,"Coll_Univ","center",2.875,2.25,2.09090909090909,2.39130434782609
26,"female",14,"HS","center",3.5,1.5,3.27272727272727,3.04347826086957
36,"female",15,"Coll_Univ","right",NA,NA,NA,NA
34.5,"female",16,"Coll_Univ","right",1.5,2,2,1.82608695652174
24,"female",14,"HS","right",3.25,1.25,2.72727272727273,2.65217391304348
36,"male",15,"Coll_Univ","left",NA,NA,NA,NA
25,"male",14,"HS","right",NA,NA,NA,NA
34,"female",19,"Grad_Prof","left",2.25,1.75,2.72727272727273,2.39130434782609
18,"male",12,"HS","right",2.75,0.75,1.27272727272727,1.69565217391304
36,"female",19,"Grad_Prof","left",2.5,1.25,2.36363636363636,2.21739130434783
59,"female",17,"Grad_Prof","left",NA,NA,NA,NA
57,"female",18,"Grad_Prof","right",2.75,2.25,2.36363636363636,2.47826086956522
20,"female",12,"HS","left",1.75,2.25,2.54545454545455,2.21739130434783
31,"male",13,"HS","right",2.625,2.5,2.45454545454545,2.52173913043478
33,"male",17,"Grad_Prof","right",0.5,1.75,1.36363636363636,1.1304347826087
30,"male",15,"Coll_Univ","left",2,3.75,2.63636363636364,2.60869565217391
58,"female",17,"Grad_Prof","right",2.875,3,2.63636363636364,2.78260869565217
45,"female",15,"Coll_Univ","center",2.25,1,2.09090909090909,1.95652173913043
52,"male",16,"Coll_Univ","right",2.75,2.75,2.18181818181818,2.47826086956522
31,"female",12,"HS","center",3.625,2.75,3,3.17391304347826
36,"female",17,"Grad_Prof","left",3.5,2.75,2.72727272727273,3
50,"male",15,"Coll_Univ","center",1.75,1.75,2.81818181818182,2.26086956521739
18,"female",12,"HS","center",2.625,1.75,1.54545454545455,1.95652173913043
27,"male",15,"Coll_Univ","left",NA,NA,NA,NA
60,"female",17,"Grad_Prof","left",2.25,2,2.45454545454545,2.30434782608696
55,"female",17,"Grad_Prof","left",2,2.5,3,2.56521739130435
25,"female",15,"Coll_Univ","right",2.125,2.75,2.36363636363636,2.34782608695652
36,"male",12,"HS","center",3,1.25,2.36363636363636,2.39130434782609
20,"female",12,"HS","right",3.25,2,3.54545454545455,3.17391304347826
36,"male",17,"Grad_Prof","center",2.75,3,2.09090909090909,2.47826086956522
46,"male",15,"Coll_Univ","center",2.25,2.5,1.63636363636364,2
40,"male",12,"HS","center",2.125,2.5,1.81818181818182,2.04347826086957
22,"male",12,"HS","right",2,1.75,2.18181818181818,2.04347826086957
22,"male",12,"HS","right",2.125,2,1.72727272727273,1.91304347826087
27,"female",15,"Coll_Univ","right",3.125,2.5,2.72727272727273,2.82608695652174
47,"male",15,"Coll_Univ","left",1.75,1.5,1.63636363636364,1.65217391304348
20,"female",12,"HS","left",2.75,3,3,2.91304347826087
21,"male",15,"Coll_Univ","left",1.625,2.5,2.09090909090909,2
22,"male",12,"HS","right",NA,NA,NA,NA
29,"female",16,"Coll_Univ","left",3,2.75,2.81818181818182,2.8695652173913
25,"male",14,"HS","center",2.125,1.25,2.54545454545455,2.17391304347826
46,"female",16,"Coll_Univ","center",2.25,2.75,2.27272727272727,2.34782608695652
20,"female",12,"HS","center",1.75,1.25,2,1.78260869565217
20,"male",14,"HS","right",1.875,0.75,1.63636363636364,1.56521739130435
33,"male",15,"Coll_Univ","left",1.875,0.25,1.27272727272727,1.30434782608696
30,"male",15,"Coll_Univ","center",1.75,1.75,2.45454545454545,2.08695652173913
21,"male",12,"HS","right",1.75,1,1.09090909090909,1.30434782608696
23,"female",15,"Coll_Univ","right",3.25,3,2.27272727272727,2.73913043478261
25,"female",13,"HS","center",3,2.75,3.18181818181818,3.04347826086957
16.5,"female",11,"Less_HS","right",2.625,1.75,2.45454545454545,2.39130434782609
41,"male",17,"Grad_Prof","left",2.25,1.5,3.09090909090909,2.52173913043478
28,"female",16,"Coll_Univ","right",2,2.25,2.27272727272727,2.17391304347826
21,"female",12,"HS","center",2.125,1.75,1.81818181818182,1.91304347826087
29,"male",12,"HS","right",2.875,1.75,3.36363636363636,2.91304347826087
65,"male",17,"Grad_Prof","center",NA,NA,NA,NA
19,"female",NA,NA,"right",NA,NA,NA,NA
27,"female",14,"HS","center",NA,NA,NA,NA
19,"female",12,"HS","right",2.125,2,3.09090909090909,2.56521739130435
28,"male",18,"Grad_Prof","center",2.125,1.25,1.54545454545455,1.69565217391304
39,"female",15,"Coll_Univ","center",1.875,0.25,3.18181818181818,2.21739130434783
38,"male",19,"Grad_Prof","center",NA,NA,NA,NA
22,"female",13,"HS","right",NA,NA,NA,NA
44,"female",15,"Coll_Univ","right",2.75,2,2.45454545454545,2.47826086956522
53,"male",15,"Coll_Univ","right",2.75,3,2.63636363636364,2.73913043478261
24,"female",15,"Coll_Univ","right",3.375,1.75,2.45454545454545,2.65217391304348
33,"female",15.5,"Coll_Univ","right",3,1.25,2.27272727272727,2.34782608695652
24,"male",12,"HS","center",NA,NA,NA,NA
23,"female",14,"HS","center",3.375,2.75,3.45454545454545,3.30434782608696
23,"female",14,"HS","right",3.75,2.75,2.45454545454545,2.95652173913043
27,"male",15,"Coll_Univ","right",3,0.75,2.72727272727273,2.47826086956522
25,"female",12,"HS","center",3.25,3,3.09090909090909,3.1304347826087
24,"female",15,"Coll_Univ","right",2.75,2.25,3.09090909090909,2.82608695652174
24,"female",14,"HS","center",3.375,3.25,3.27272727272727,3.30434782608696
58,"female",10,"Less_HS","center",1.625,2,2.09090909090909,1.91304347826087
43,"female",NA,NA,"left",NA,NA,NA,NA
34,"male",15,"Coll_Univ","right",2.5,2.5,2.63636363636364,2.56521739130435
31,"male",15,"Coll_Univ","right",3.375,2.25,3.27272727272727,3.1304347826087
25,"female",15,"Coll_Univ","left",2.625,1.5,2.18181818181818,2.21739130434783
29,"male",12,"HS","right",2.75,2,2.36363636363636,2.43478260869565
22,"male",12,"HS","center",3,3.25,2.81818181818182,2.95652173913043
22,"female",12,"HS","left",2.5,3,2.36363636363636,2.52173913043478
24,"female",15,"Coll_Univ","right",2.875,2.5,2.63636363636364,2.69565217391304
23,"male",14,"HS","right",3,1.5,2,2.26086956521739
36,"female",18,"Grad_Prof","center",2.5,2.5,2.18181818181818,2.34782608695652
57,"male",NA,NA,"center",NA,NA,NA,NA
22,"male",12,"HS","right",1.25,2.5,2.72727272727273,2.17391304347826
29,"female",15,"Coll_Univ","left",2,2.75,2.54545454545455,2.39130434782609
27,"male",15,"Coll_Univ","left",3.125,0.5,3,2.60869565217391
42,"female",16,"Coll_Univ","center",2.375,4,2.27272727272727,2.60869565217391
34,"female",16,"Coll_Univ","left",2.625,2,2,2.21739130434783
28,"female",12,"HS","right",3,3,3,3
22,"male",12,"HS","right",NA,NA,NA,NA
26,"female",15,"Coll_Univ","right",1.875,2.75,3.72727272727273,2.91304347826087
20,"female",NA,NA,"right",NA,NA,NA,NA
50,"male",15,"Coll_Univ","center",NA,NA,NA,NA
32,"male",15,"Coll_Univ","right",1.75,2,1.63636363636364,1.73913043478261
22,"male",14,"HS","right",2.375,1.25,2.90909090909091,2.43478260869565
27,"male",17,"Grad_Prof","left",2.375,2.75,2.45454545454545,2.47826086956522
43.5,"male",12,"HS","right",NA,NA,NA,NA
29,"female",19,"Grad_Prof","left",1.5,2,2.09090909090909,1.8695652173913
34,"male",21,"Grad_Prof","left",2.25,2,3.36363636363636,2.73913043478261
31,"male",12,"HS","center",2.375,2.25,1.90909090909091,2.1304347826087
47,"female",15,"Coll_Univ","center",2.375,2,2.54545454545455,2.39130434782609
27,"female",16,"Coll_Univ","left",2.25,2.5,2.27272727272727,2.30434782608696
29,"male",15,"Coll_Univ","left",3.125,2.5,2.81818181818182,2.8695652173913
26,"male",15,"Coll_Univ","center",3.375,2,3.27272727272727,3.08695652173913
29,"female",15,"Coll_Univ","right",3.25,2.5,3.36363636363636,3.17391304347826
20,"female",12,"HS","right",3.75,3,3,3.26086956521739
49,"female",15,"Coll_Univ","center",1.875,4,2.54545454545455,2.56521739130435
32,"female",15,"Coll_Univ","left",1.375,1,2.54545454545455,1.8695652173913
33,"female",15,"Coll_Univ","left",2,2.25,2.81818181818182,2.43478260869565
18,"female",12,"HS","center",3.5,1.75,3.54545454545455,3.21739130434783
29,"male",16,"Coll_Univ","right",NA,NA,NA,NA
37,"male",16,"Coll_Univ","center",2,3.25,2.90909090909091,2.65217391304348
19,"male",12,"HS","left",NA,NA,NA,NA
23,"male",12,"HS","center",2.125,1,2.45454545454545,2.08695652173913
23,"female",12,"HS","left",NA,NA,NA,NA
55,"male",18,"Grad_Prof","left",1.5,0.75,1.36363636363636,1.30434782608696
28,"female",19,"Grad_Prof","center",2.75,1.25,2.63636363636364,2.43478260869565
26,"female",15.5,"Coll_Univ","center",2.75,1.5,2.18181818181818,2.26086956521739
32,"female",16,"Coll_Univ","center",2.625,2.25,3.09090909090909,2.78260869565217
32,"male",15,"Coll_Univ","center",2.125,2.5,2.18181818181818,2.21739130434783
32,"male",18,"Grad_Prof","left",2.375,0.5,2.09090909090909,1.91304347826087
51,"male",15,"Coll_Univ","right",1.75,1.75,2.45454545454545,2.08695652173913
50,"male",15,"Coll_Univ","center",1.625,2.25,2.18181818181818,2
58,"male",15,"Coll_Univ","center",3,2.5,2.81818181818182,2.82608695652174
35,"female",15,"Coll_Univ","left",3.375,2.25,3.09090909090909,3.04347826086957
20,"female",12,"HS","right",1.375,2.75,1.81818181818182,1.82608695652174
21,"male",12,"HS","center",3.75,3,2.81818181818182,3.17391304347826
28,"female",11,"Less_HS","left",4.625,2.75,2.90909090909091,3.47826086956522
26,"male",14,"HS","center",2.375,1.5,2.63636363636364,2.34782608695652
63,"male",16,"Coll_Univ","center",1.5,1.75,1.90909090909091,1.73913043478261
34,"male",17,"Grad_Prof","left",2.375,1.75,1.36363636363636,1.78260869565217
49,"female",15,"Coll_Univ","center",2.5,2.5,3.09090909090909,2.78260869565217
43,"female",12,"HS","center",2.5,2,2.27272727272727,2.30434782608696
46,"male",15,"Coll_Univ","right",3.5,2.5,3.27272727272727,3.21739130434783
61,"female",17,"Grad_Prof","center",2.25,1.25,2.27272727272727,2.08695652173913
36,"male",17,"Grad_Prof","left",NA,NA,NA,NA
22,"male",12,"HS","right",2,2.5,3.45454545454545,2.78260869565217
21,"female",14,"HS","right",0.25,2.75,1.54545454545455,1.30434782608696
27,"female",12,"HS","center",2.75,2.75,3.45454545454545,3.08695652173913
21,"female",NA,NA,"right",NA,NA,NA,NA
23,"female",12,"HS","right",NA,NA,NA,NA
27,"male",15,"Coll_Univ","left",2.875,0.5,1.45454545454545,1.78260869565217
19,"male",12,"HS","right",3,2,1.90909090909091,2.30434782608696
55,"female",10,"Less_HS","center",1.625,1.75,2,1.82608695652174
21,"male",14,"HS","right",2,2.25,2.09090909090909,2.08695652173913
27,"male",14,"HS","center",2.25,1.5,1.63636363636364,1.82608695652174
28,"male",16,"Coll_Univ","right",2.875,1.5,2.72727272727273,2.56521739130435
20,"female",12,"HS","left",2.5,1,2.63636363636364,2.30434782608696
20,"female",12,"HS","left",3.375,2.75,3,3.08695652173913
35,"female",15,"Coll_Univ","center",NA,NA,NA,NA
32.5,"female",18,"Grad_Prof","left",3.25,3.25,3.09090909090909,3.17391304347826
28,"male",15,"Coll_Univ","left",2,1.25,2.72727272727273,2.21739130434783
19,"female",12,"HS","center",NA,NA,NA,NA
32,"female",15,"Coll_Univ","left",3.5,3.5,3.18181818181818,3.34782608695652
25,"female",15,"Coll_Univ","right",3.375,2.75,3,3.08695652173913
20,"female",12,"HS","right",2.625,4,3.45454545454545,3.26086956521739
15,"female",9,"Less_HS","center",1.625,1.75,1.72727272727273,1.69565217391304
33,"female",18,"Grad_Prof","right",3.375,3.75,3.36363636363636,3.43478260869565
38,"female",13,"HS","center",3.25,4,2.90909090909091,3.21739130434783
27,"male",15,"Coll_Univ","center",2.375,2,2.45454545454545,2.34782608695652
33,"male",15,"Coll_Univ","right",1.25,1.5,2.72727272727273,2
33,"female",17,"Grad_Prof","center",1.25,2,2.27272727272727,1.8695652173913
30,"female",15,"Coll_Univ","right",2.375,1.5,2.54545454545455,2.30434782608696
36,"male",12,"HS","center",2.5,1.5,1.72727272727273,1.95652173913043
28,"female",13.5,"HS","center",2.875,2.5,2.90909090909091,2.82608695652174
45,"male",15,"Coll_Univ","left",2.375,2.25,2.27272727272727,2.30434782608696
25,"female",15,"Coll_Univ","right",3.5,2.75,3.36363636363636,3.30434782608696
45,"male",15,"Coll_Univ","right",3.125,2.25,2.72727272727273,2.78260869565217
41,"female",15,"Coll_Univ","center",3.25,2.75,3.18181818181818,3.1304347826087
30,"female",15,"Coll_Univ","left",2,1.5,2.18181818181818,2
21,"male",12,"HS","right",NA,NA,NA,NA
20,"male",12,"HS","right",1.5,1,2.27272727272727,1.78260869565217
36,"male",19,"Grad_Prof","left",2.5,1.75,1.81818181818182,2.04347826086957
44,"female",17,"Grad_Prof","left",3.5,3.5,2.81818181818182,3.17391304347826
47,"male",18,"Grad_Prof","center",1.875,2.75,2.72727272727273,2.43478260869565
18,"female",12,"HS","right",3.375,2,3.09090909090909,3
28,"female",15,"Coll_Univ","center",2.25,2.5,3.27272727272727,2.78260869565217
28,"male",28,"Grad_Prof","center",2.625,2.5,2.36363636363636,2.47826086956522
44,"male",21,"Grad_Prof","right",2.875,2.5,3,2.8695652173913
27,"female",15,"Coll_Univ","left",2,0.75,3,2.26086956521739
30,"male",15,"Coll_Univ","center",1,1,1.36363636363636,1.17391304347826
24,"female",15,"Coll_Univ","left",2.5,1.5,2.45454545454545,2.30434782608696
40,"male",14,"HS","center",1.125,1.25,1.54545454545455,1.34782608695652
34,"female",16,"Coll_Univ","center",3.25,1.75,3.81818181818182,3.26086956521739
63,"male",15,"Coll_Univ","right",2,1,1.81818181818182,1.73913043478261
30,"male",12,"HS","center",2.625,3.5,2.09090909090909,2.52173913043478
40,"female",16,"Coll_Univ","center",3.625,1.5,1.54545454545455,2.26086956521739
28,"female",18,"Grad_Prof","left",2.875,2,2.18181818181818,2.39130434782609
31,"male",14,"HS","left",1.25,3,1.90909090909091,1.8695652173913
27,"female",15,"Coll_Univ","left",2.875,2.75,2.27272727272727,2.56521739130435
22,"male",12,"HS","right",3.25,0.5,1.63636363636364,2
37,"male",16,"Coll_Univ","center",1.375,2.5,2,1.8695652173913
20,"female",12,"HS","right",3,2.75,3.72727272727273,3.30434782608696
26,"male",15,"Coll_Univ","center",1.5,2,2.63636363636364,2.1304347826087
19,"female",12,"HS","center",NA,NA,NA,NA
29,"male",15,"Coll_Univ","left",2.125,1.5,2.18181818181818,2.04347826086957
18,"female",12,"HS","right",NA,NA,NA,NA
45,"female",15,"Coll_Univ","left",3.625,2.25,2.72727272727273,2.95652173913043
25,"female",15,"Coll_Univ","right",2.25,1.25,1.45454545454545,1.69565217391304
21,"female",15,"Coll_Univ","right",3,2.5,3.36363636363636,3.08695652173913
61,"female",12,"HS","center",2.875,3,2.36363636363636,2.65217391304348
47,"male",15,"Coll_Univ","right",1.125,1.25,2.36363636363636,1.73913043478261
18,"female",12,"HS","center",2.625,1.5,2.63636363636364,2.43478260869565
26,"female",15,"Coll_Univ","center",3.125,1.75,2.63636363636364,2.65217391304348
42,"female",17,"Grad_Prof","right",3.5,3.5,3.45454545454545,3.47826086956522
40,"female",18,"Grad_Prof","right",3.5,2,2.27272727272727,2.65217391304348
19,"male",12,"HS","left",2.375,3.25,2.90909090909091,2.78260869565217
24,"female",15,"Coll_Univ","right",3,2.25,2.90909090909091,2.82608695652174
40,"female",15,"Coll_Univ","left",2.5,1.75,1.54545454545455,1.91304347826087
50,"female",20,"Grad_Prof","right",2.875,1.25,2.18181818181818,2.26086956521739
43,"male",15,"Coll_Univ","center",NA,NA,NA,NA
63,"male",15,"Coll_Univ","center",2.75,3.75,2.81818181818182,2.95652173913043
19,"female",12,"HS","left",NA,NA,NA,NA
36,"female",15,"Coll_Univ","left",2.5,2,2.45454545454545,2.39130434782609
35,"female",12,"HS","right",3.125,3,3.45454545454545,3.26086956521739
22,"female",NA,NA,"center",NA,NA,NA,NA
20,"female",12,"HS","right",3.625,3,2.81818181818182,3.1304347826087
58,"female",12,"HS","center",3.75,2.25,2.18181818181818,2.73913043478261
27,"male",15,"Coll_Univ","left",2.25,2,2.18181818181818,2.17391304347826
43,"female",12,"HS","left",1.125,2,2.72727272727273,2.04347826086957
41,"male",15,"Coll_Univ","center",2.5,1.75,2.36363636363636,2.30434782608696
19,"female",12,"HS","right",NA,NA,NA,NA
31,"male",15,"Coll_Univ","right",2.875,2.25,2.54545454545455,2.60869565217391
38,"male",NA,NA,"right",NA,NA,NA,NA
55,"female",17,"Grad_Prof","center",1,3.75,2.36363636363636,2.1304347826087
25,"female",14,"HS","center",2.625,2.25,2.81818181818182,2.65217391304348
26,"male",12,"HS","center",1.125,2,2.27272727272727,1.82608695652174
46,"female",15,"Coll_Univ","left",1.875,2.75,2.45454545454545,2.30434782608696
23,"male",12,"HS","right",3.75,1.75,2.18181818181818,2.65217391304348
22,"female",12,"HS","left",1.875,2.5,2.54545454545455,2.30434782608696
36,"female",15,"Coll_Univ","center",3.625,2.75,3.18181818181818,3.26086956521739
26,"male",14,"HS","center",1.375,2.75,2,1.91304347826087
19,"male",12,"HS","right",NA,NA,NA,NA
19.5,"male",11,"Less_HS","left",2.875,1.5,2.36363636363636,2.39130434782609
52,"female",15,"Coll_Univ","left",NA,NA,NA,NA
65,"male",15,"Coll_Univ","right",1.5,2.25,1.09090909090909,1.43478260869565
62,"female",15,"Coll_Univ","left",2.125,1.75,2.27272727272727,2.1304347826087
29,"male",15,"Coll_Univ","right",3,2.75,2.90909090909091,2.91304347826087
69,"male",15,"Coll_Univ","center",2.625,3.5,2.63636363636364,2.78260869565217
29,"male",15,"Coll_Univ","left",3,2.25,2,2.39130434782609
29,"female",14,"HS","left",2,1.75,1.90909090909091,1.91304347826087
27,"male",15,"Coll_Univ","center",3.5,2.25,3.36363636363636,3.21739130434783
22.5,"female",13.5,"HS","right",3,1.5,1.90909090909091,2.21739130434783
64,"male",18,"Grad_Prof","center",2.25,2.25,2.09090909090909,2.17391304347826
31,"male",14,"HS","center",NA,NA,NA,NA
23,"female",12,"HS","right",2,1.75,2.36363636363636,2.1304347826087
36,"female",15,"Coll_Univ","center",2.5,2.25,3.18181818181818,2.78260869565217
32,"female",17,"Grad_Prof","left",2.25,1.75,2.45454545454545,2.26086956521739
23,"female",13,"HS","left",3,1.5,2.54545454545455,2.52173913043478
34,"female",18,"Grad_Prof","left",2.75,2.75,2.72727272727273,2.73913043478261
23,"female",14,"HS","center",2.75,2.25,3.27272727272727,2.91304347826087
28,"female",15.5,"Coll_Univ","right",2.25,1.5,2.81818181818182,2.39130434782609
38,"male",15,"Coll_Univ","left",3.125,2.25,3.09090909090909,2.95652173913043
48,"female",12,"HS","right",2.625,3,3.09090909090909,2.91304347826087
33,"female",16,"Coll_Univ","center",3.25,3,2.54545454545455,2.8695652173913
12,"male",8,"Less_HS","center",0.875,1.75,2.81818181818182,1.95652173913043
27,"female",15,"Coll_Univ","left",0.125,2,2.27272727272727,1.47826086956522
50,"female",15,"Coll_Univ","center",3.125,2.75,2.27272727272727,2.65217391304348
31,"female",16,"Coll_Univ","right",3,2.75,2.18181818181818,2.56521739130435
59,"female",15,"Coll_Univ","right",3.375,3.75,3.36363636363636,3.43478260869565
60,"male",20,"Grad_Prof","center",1.875,2.75,1.90909090909091,2.04347826086957
26,"male",13,"HS","right",2.375,2.25,2.54545454545455,2.43478260869565
36,"female",15,"Coll_Univ","right",3.75,2.75,2.72727272727273,3.08695652173913
50,"female",15,"Coll_Univ","left",2.625,2.25,2.72727272727273,2.60869565217391
41,"female",15,"Coll_Univ","center",3.25,2.75,2.90909090909091,3
26,"female",15,"Coll_Univ","center",3.25,3.25,3.18181818181818,3.21739130434783
26,"male",13,"HS","right",2.125,1.75,1.81818181818182,1.91304347826087
32,"male",15,"Coll_Univ","left",1.75,2.75,2.27272727272727,2.17391304347826
53,"female",17,"Grad_Prof","center",3,3.5,3.54545454545455,3.34782608695652
34,"female",16,"Coll_Univ","center",2.75,2,2.63636363636364,2.56521739130435
39,"male",17,"Grad_Prof","right",1.875,1.5,2.45454545454545,2.08695652173913
25,"male",NA,NA,"right",NA,NA,NA,NA
26,"male",15,"Coll_Univ","right",1.875,1.75,1.09090909090909,1.47826086956522
27,"female",15,"Coll_Univ","center",2.125,2.25,2.45454545454545,2.30434782608696
20,"male",12,"HS","center",2.375,2,3,2.60869565217391
34,"male",18,"Grad_Prof","center",2.375,1.5,1.81818181818182,1.95652173913043
31,"female",15,"Coll_Univ","left",2.375,2,2.90909090909091,2.56521739130435
32,"female",17,"Grad_Prof","left",0.625,0,0.909090909090909,0.652173913043478
25,"female",16,"Coll_Univ","right",3.5,3.25,2.90909090909091,3.17391304347826
30,"male",13,"HS","right",3.125,2,1.45454545454545,2.1304347826087
31,"female",17,"Grad_Prof","center",2.25,2.75,3.18181818181818,2.78260869565217
25,"female",12,"HS","center",3.5,2,2.90909090909091,2.95652173913043
29,"female",12,"HS","right",NA,NA,NA,NA
65,"female",10,"Less_HS","center",2.75,2.25,2.81818181818182,2.69565217391304
41,"male",16,"Coll_Univ","center",1.125,2,2,1.69565217391304
32,"male",12,"HS","left",1.5,0.25,1,1.04347826086957
33,"female",15,"Coll_Univ","left",2.5,1.75,2.81818181818182,2.52173913043478
50,"female",12,"HS","right",3,2.25,2.63636363636364,2.69565217391304
57,"male",20,"Grad_Prof","right",1,2,1.45454545454545,1.39130434782609
26,"male",15,"Coll_Univ","right",2.5,1.25,1.90909090909091,2
37,"female",15,"Coll_Univ","center",2.5,1.25,1.63636363636364,1.8695652173913
24,"female",15,"Coll_Univ","left",1.5,2.25,1.09090909090909,1.43478260869565
45,"female",12,"HS","center",1.875,2,2.36363636363636,2.1304347826087
29,"male",15,"Coll_Univ","right",2.625,2.5,2.27272727272727,2.43478260869565
24,"male",12,"HS","center",0.5,0,1.27272727272727,0.782608695652174
18,"female",12,"HS","center",2.625,1.75,1.63636363636364,2
20,"male",12,"HS","right",1.5,2.25,2.45454545454545,2.08695652173913
21,"female",15,"Coll_Univ","right",2.375,0,2.18181818181818,1.8695652173913
26,"female",12,"HS","right",2.625,2,2.36363636363636,2.39130434782609
39,"male",15,"Coll_Univ","center",1.625,2.5,1.72727272727273,1.82608695652174
27,"male",15,"Coll_Univ","center",3.5,0.25,1.63636363636364,2.04347826086957
52,"male",12,"HS","right",NA,NA,NA,NA
28,"male",15,"Coll_Univ","right",3.125,3.25,2.45454545454545,2.82608695652174
22,"male",12,"HS","left",1.5,0.5,1,1.08695652173913
29,"female",15,"Coll_Univ","right",1.875,2,2,1.95652173913043
36,"female",12,"HS","left",1.5,1,2.36363636363636,1.82608695652174
34,"female",17,"Grad_Prof","left",2.5,2,2.90909090909091,2.60869565217391
39,"male",13,"HS","right",1.875,2,2.72727272727273,2.30434782608696
22,"male",14,"HS","center",2.875,1.75,2.72727272727273,2.60869565217391
21,"male",12,"HS","center",1.5,1.75,1.81818181818182,1.69565217391304
29,"female",12,"HS","left",2.375,1.75,2.81818181818182,2.47826086956522
27,"male",15,"Coll_Univ","center",2.875,1.5,2.72727272727273,2.56521739130435
65,"male",10,"Less_HS","center",2.125,3,1.36363636363636,1.91304347826087
26,"male",12,"HS","right",2.25,2,2.54545454545455,2.34782608695652
29,"female",15,"Coll_Univ","center",2.75,0.75,2.81818181818182,2.43478260869565
55,"male",10,"Less_HS","right",2.75,1.25,2.54545454545455,2.39130434782609
25,"male",14,"HS","center",2.125,1.25,2.09090909090909,1.95652173913043
28,"male",13,"HS","right",0.5,1,0.363636363636364,0.521739130434783
26,"female",13.5,"HS","left",3.25,3.25,3,3.1304347826087
24,"male",13,"HS","right",3.375,1.75,2.09090909090909,2.47826086956522
29,"male",17,"Grad_Prof","left",1.5,2.5,2.90909090909091,2.34782608695652
37,"male",15,"Coll_Univ","right",3.125,2,3.09090909090909,2.91304347826087
24,"female",15,"Coll_Univ","right",2,1.5,2.27272727272727,2.04347826086957
35,"male",12,"HS","right",2.75,1.25,1.54545454545455,1.91304347826087
24,"female",12,"HS","center",3.375,3.25,2.95454545454545,3.15217391304348
53,"female",15,"Coll_Univ","center",2.875,3.25,3.18181818181818,3.08695652173913
38,"male",15,"Coll_Univ","left",1.625,1.75,2.18181818181818,1.91304347826087
56,"female",15,"Coll_Univ","center",1.375,1.75,1.72727272727273,1.60869565217391
40,"female",15,"Coll_Univ","center",2.75,2,2.36363636363636,2.43478260869565
41,"male",17,"Grad_Prof","center",2.875,2,1.90909090909091,2.26086956521739
41,"male",15,"Coll_Univ","left",2.75,2.5,2.36363636363636,2.52173913043478
22,"female",15,"Coll_Univ","right",3,2.75,3.81818181818182,3.34782608695652
21,"female",12,"HS","left",1.875,1.25,2.09090909090909,1.8695652173913
34,"female",18,"Grad_Prof","left",2.25,1.5,2.63636363636364,2.30434782608696
42,"male",12,"HS","left",1.5,2,2.18181818181818,1.91304347826087
60,"male",12,"HS","center",NA,NA,NA,NA
59,"male",18,"Grad_Prof","left",1.875,2.5,1.27272727272727,1.69565217391304
23,"female",14.5,"HS","left",2.125,3.5,2.36363636363636,2.47826086956522
39,"male",18,"Grad_Prof","right",2.5,1.5,2.18181818181818,2.17391304347826
24,"female",13,"HS","right",1.75,2,2.54545454545455,2.17391304347826
42,"female",17,"Grad_Prof","center",3.375,2.75,2.45454545454545,2.82608695652174
24,"male",12,"HS","center",2.125,1.5,2,1.95652173913043
61,"male",12,"HS","right",3,2.5,2.36363636363636,2.60869565217391
72,"female",15,"Coll_Univ","center",1.625,2,1.45454545454545,1.60869565217391
60,"female",15,"Coll_Univ","left",2.375,2.5,2.45454545454545,2.43478260869565
26,"male",12,"HS","right",2.75,2.5,2.27272727272727,2.47826086956522
18,"male",12,"HS","left",2.875,2.75,3.27272727272727,3.04347826086957
37,"male",12,"HS","right",1.5,2.5,1.72727272727273,1.78260869565217
19,"male",NA,NA,"right",NA,NA,NA,NA
21,"male",12,"HS","left",2.5,1.5,3.18181818181818,2.65217391304348
22,"female",15,"Coll_Univ","center",3,4,2.27272727272727,2.82608695652174
26,"female",15,"Coll_Univ","left",2.125,0.75,1.81818181818182,1.73913043478261
30,"male",12,"HS","right",2.75,1.25,1.63636363636364,1.95652173913043
27,"female",12,"HS","right",2.875,1.5,3.54545454545455,2.95652173913043
22,"male",12,"HS","right",2.375,2.75,2.36363636363636,2.43478260869565
20,"female",12,"HS","right",3.125,1.75,2.54545454545455,2.60869565217391
22,"male",12,"HS","right",1.125,2,1.27272727272727,1.34782608695652
27,"female",15,"Coll_Univ","center",3,1.5,2.72727272727273,2.60869565217391
60,"female",16,"Coll_Univ","right",NA,NA,NA,NA
25,"female",14,"HS","center",2.5,2.75,2.63636363636364,2.60869565217391
18,"male",12,"HS","left",2.375,1.25,2.09090909090909,2.04347826086957
26,"female",17,"Grad_Prof","left",1.625,1.5,1.81818181818182,1.69565217391304
42,"male",12,"HS","left",1.75,1,1.54545454545455,1.52173913043478
30,"male",12,"HS","center",NA,NA,NA,NA
30,"male",15,"Coll_Univ","center",1.875,1.25,2,1.82608695652174
22,"female",14.5,"HS","right",3.625,2.75,2.90909090909091,3.1304347826087
25,"female",14,"HS","center",NA,NA,NA,NA
66,"male",15,"Coll_Univ","left",3.125,1.75,2.54545454545455,2.60869565217391
32,"male",15,"Coll_Univ","center",NA,NA,NA,NA
26,"female",18,"Grad_Prof","left",0.5,0,2.63636363636364,1.43478260869565
44,"female",15,"Coll_Univ","center",2.625,2,1.36363636363636,1.91304347826087
