"Age","Gender","Education","Educ","Political","Mean_Animal_reminder","Mean_Contamination","Mean_core","Mean_general_ds"
44,"male",12,"HS","center",2.625,2.75,1.45454545454545,2.08695652173913
29,"male",15,"Coll_Univ","center",2.875,2.5,2.18181818181818,2.47826086956522
20,"male",11,"Less_HS","right",2.625,2,2.81818181818182,2.60869565217391
21,"female",12,"HS","center",3,1.5,1.81818181818182,2.17391304347826
23,"female",12,"HS","right",3.25,3,1.90909090909091,2.56521739130435
25,"male",14,"HS","right",2.25,0.25,1.18181818181818,1.39130434782609
19,"female",12,"HS","right",3.375,3,3.27272727272727,3.26086956521739
26,"female",16,"Coll_Univ","right",3.25,2.25,2.36363636363636,2.65217391304348
23,"female",13.5,"HS","center",3,2.25,3.09090909090909,2.91304347826087
35,"male",25,"Grad_Prof","right",1.125,0.5,1.18181818181818,1.04347826086957
38,"male",15,"Coll_Univ","right",NA,NA,NA,NA
19.5,"female",12,"HS","center",2.625,1.5,2.09090909090909,2.17391304347826
24,"female",15,"Coll_Univ","left",3.25,0.75,2.72727272727273,2.56521739130435
24,"female",12,"HS","center",3.375,3.25,3,3.17391304347826
26,"female",14,"HS","right",2.125,3.25,3.27272727272727,2.8695652173913
17,"female",11,"Less_HS","center",3.125,3,3.27272727272727,3.17391304347826
22,"male",12,"HS","right",2.125,1.5,1.72727272727273,1.82608695652174
24,"male",14,"HS","left",1.5,2,1,1.34782608695652
34,"male",NA,NA,"center",NA,NA,NA,NA
57,"female",15,"Coll_Univ","right",NA,NA,NA,NA
32,"male",15,"Coll_Univ","center",2.125,2,2.27272727272727,2.17391304347826
24,"male",12,"HS","right",2.25,2,3.18181818181818,2.65217391304348
18.5,"male",12,"HS","right",1.25,0,0.454545454545455,0.652173913043478
28,"female",16,"Coll_Univ","left",3.25,3.25,2.45454545454545,2.8695652173913
41,"female",18,"Grad_Prof","left",3.25,2.25,2.72727272727273,2.82608695652174
33,"male",18,"Grad_Prof","center",2.75,1.25,2.45454545454545,2.34782608695652
57,"male",12,"HS","left",2.375,1.25,1.81818181818182,1.91304347826087
28,"female",15,"Coll_Univ","left",2.25,2.25,3.27272727272727,2.73913043478261
19,"female",12,"HS","right",3.375,0.5,3,2.69565217391304
42,"male",18,"Grad_Prof","center",2,1,1.90909090909091,1.78260869565217
19,"female",12,"HS","center",2.875,1.75,3,2.73913043478261
23,"male",12,"HS","right",1.625,1.5,1.90909090909091,1.73913043478261
69,"male",17,"Grad_Prof","left",1.75,1.75,2.18181818181818,1.95652173913043
62,"male",16,"Coll_Univ","left",2.125,1.5,3,2.43478260869565
32,"male",16,"Coll_Univ","right",2.625,2,2.45454545454545,2.43478260869565
43,"male",18,"Grad_Prof","right",3.125,2.5,2.36363636363636,2.65217391304348
29,"male",15,"Coll_Univ","center",1.875,2.75,2.45454545454545,2.30434782608696
37,"male",16,"Coll_Univ","left",1.75,1.75,2.36363636363636,2.04347826086957
27,"female",12,"HS","center",NA,NA,NA,NA
37,"female",17,"Grad_Prof","right",3.125,2.25,2.90909090909091,2.8695652173913
24,"female",15,"Coll_Univ","right",2.5,2,1.90909090909091,2.1304347826087
18,"female",12,"HS","center",NA,NA,NA,NA
22,"female",12,"HS","right",2.5,1.25,2.27272727272727,2.17391304347826
55,"female",11,"Less_HS","right",3,3.75,3.27272727272727,3.26086956521739
19,"male",13.5,"HS","center",2.875,2,1.72727272727273,2.17391304347826
31,"male",12,"HS","center",2.5,1.75,1.90909090909091,2.08695652173913
40,"female",12,"HS","center",2,0.75,1.36363636363636,1.47826086956522
28,"male",15,"Coll_Univ","center",2.375,2.25,2.90909090909091,2.60869565217391
34,"female",20,"Grad_Prof","right",1.75,2.5,2.09090909090909,2.04347826086957
23,"female",12,"HS","center",3.625,2.5,3,3.1304347826087
34,"male",16,"Coll_Univ","center",1.625,1.75,2.09090909090909,1.8695652173913
21,"male",12,"HS","center",3.25,3.5,2.63636363636364,3
56,"female",14,"HS","center",1.125,1.75,1.18181818181818,1.26086956521739
20,"female",12,"HS","right",2.625,2,2.72727272727273,2.56521739130435
47,"male",15,"Coll_Univ","left",1.375,0.25,0.818181818181818,0.91304347826087
56,"male",12,"HS","right",1.375,2.25,2.54545454545455,2.08695652173913
34,"male",17,"Grad_Prof","center",1.125,0,1.18181818181818,0.956521739130435
22,"female",12,"HS","right",3,2.5,2.81818181818182,2.82608695652174
27.5,"female",15,"Coll_Univ","right",2.5,2.25,2.72727272727273,2.56521739130435
51,"male",12,"HS","left",1.875,1.75,2.45454545454545,2.1304347826087
29,"female",16,"Coll_Univ","right",NA,NA,NA,NA
56,"male",12,"HS","center",NA,NA,NA,NA
40,"female",18,"Grad_Prof","center",1.875,2.25,2.45454545454545,2.21739130434783
21,"male",15,"Coll_Univ","left",2.75,1.5,2.72727272727273,2.52173913043478
27,"male",15,"Coll_Univ","right",3.5,2.25,3.18181818181818,3.1304347826087
27,"female",16,"Coll_Univ","right",3.375,3.25,3.54545454545455,3.43478260869565
19,"male",13,"HS","right",3.375,2,2.81818181818182,2.8695652173913
20,"male",14,"HS","center",NA,NA,NA,NA
58,"male",15,"Coll_Univ","left",0.25,0.5,0.636363636363636,0.478260869565217
45,"male",15,"Coll_Univ","center",2.25,3.25,2.72727272727273,2.65217391304348
57,"male",15,"Coll_Univ","center",1.125,1.25,0.909090909090909,1.04347826086957
61,"male",15,"Coll_Univ","right",1,1.25,1.09090909090909,1.08695652173913
19,"male",12,"HS","right",3.25,1.75,2.45454545454545,2.60869565217391
26,"male",NA,NA,"right",NA,NA,NA,NA
28,"female",17,"Grad_Prof","right",2,1.5,1.63636363636364,1.73913043478261
32,"male",13,"HS","right",3.5,2.25,2.54545454545455,2.82608695652174
30,"male",15,"Coll_Univ","right",1.625,0.25,2.45454545454545,1.78260869565217
35,"female",12,"HS","left",1,1,2.09090909090909,1.52173913043478
20,"male",12,"HS","right",1.625,1.25,2.54545454545455,2
35,"male",15,"Coll_Univ","right",2.125,3,1.72727272727273,2.08695652173913
31,"male",12,"HS","right",2.875,2.5,3,2.8695652173913
35,"female",16,"Coll_Univ","center",2.625,2.5,2.27272727272727,2.43478260869565
28,"female",15,"Coll_Univ","right",2.125,0.25,1.54545454545455,1.52173913043478
37,"female",14,"HS","left",2.25,2.25,2.81818181818182,2.52173913043478
38,"male",NA,NA,"center",NA,NA,NA,NA
40,"female",13,"HS","center",3,2.25,3,2.8695652173913
45,"male",15,"Coll_Univ","center",2,2.75,3,2.60869565217391
30,"male",15,"Coll_Univ","center",1.25,1.25,2.27272727272727,1.73913043478261
40,"male",15,"Coll_Univ","right",2.375,2.25,2.18181818181818,2.26086956521739
62,"female",12,"HS","center",1.75,2.25,2.54545454545455,2.21739130434783
34,"female",17,"Grad_Prof","left",3.25,3,2.81818181818182,3
42,"male",12,"HS","right",2.5,2,2.63636363636364,2.47826086956522
36,"male",12,"HS","right",2.875,2,0.818181818181818,1.73913043478261
25,"male",12,"HS","center",1.5,1.75,2.27272727272727,1.91304347826087
30,"male",18.5,"Grad_Prof","center",3.125,2.5,2.36363636363636,2.65217391304348
50,"female",15,"Coll_Univ","left",3.125,3.5,2.63636363636364,2.95652173913043
44,"male",15,"Coll_Univ","left",2,1.25,1.36363636363636,1.56521739130435
33,"female",18,"Grad_Prof","right",2.5,2.25,2,2.21739130434783
27,"female",15,"Coll_Univ","center",3.25,3.5,3.27272727272727,3.30434782608696
45,"male",12,"HS","right",3.625,3,3.45454545454545,3.43478260869565
21,"female",12,"HS","center",3,2.5,2.90909090909091,2.8695652173913
24,"female",14,"HS","center",2.875,2.25,3.18181818181818,2.91304347826087
60,"male",15,"Coll_Univ","right",0.25,2,1.72727272727273,1.26086956521739
22,"female",12,"HS","right",2.5,3.25,2.54545454545455,2.65217391304348
45,"female",15,"Coll_Univ","left",2.5,2.75,3.09090909090909,2.82608695652174
19,"male",10,"Less_HS","right",2.75,2.25,2.72727272727273,2.65217391304348
18,"male",12,"HS","center",1.625,1.5,2.54545454545455,2.04347826086957
50,"female",12,"HS","right",2.125,3,2.63636363636364,2.52173913043478
20,"male",12,"HS","right",2.75,1.5,2.72727272727273,2.52173913043478
55,"female",14,"HS","left",NA,NA,NA,NA
22,"female",12,"HS","right",2.875,3.5,3.09090909090909,3.08695652173913
35,"male",15,"Coll_Univ","center",3,3,2.90909090909091,2.95652173913043
21,"male",12,"HS","right",2.875,3,2.36363636363636,2.65217391304348
25,"female",14,"HS","right",3.25,1.75,2.45454545454545,2.60869565217391
42,"female",16,"Coll_Univ","right",3.25,3.5,2.90909090909091,3.1304347826087
50,"male",12,"HS","left",2,2,2.36363636363636,2.17391304347826
36,"female",22,"Grad_Prof","left",2.5,1.75,1.81818181818182,2.04347826086957
24,"female",13.5,"HS","left",2.625,1.75,2.54545454545455,2.43478260869565
28,"female",15,"Coll_Univ","center",2.75,1.75,1.45454545454545,1.95652173913043
22,"female",12,"HS","right",3,2.75,2.90909090909091,2.91304347826087
26,"female",12,"HS","center",2.625,2.25,2.45454545454545,2.47826086956522
42,"female",13.5,"HS","center",2.25,2,3.36363636363636,2.73913043478261
76,"male",15,"Coll_Univ","center",1.25,1.25,1.54545454545455,1.39130434782609
36,"female",12,"HS","center",1.5,1.25,2.18181818181818,1.78260869565217
28,"female",15,"Coll_Univ","center",3.125,3.5,2.72727272727273,3
22,"male",12,"HS","right",1.625,1.5,1.18181818181818,1.39130434782609
60,"female",15,"Coll_Univ","center",NA,NA,NA,NA
17,"male",12,"HS","right",2.625,1.25,2.36363636363636,2.26086956521739
47,"female",12,"HS","left",2.125,2.25,2.18181818181818,2.17391304347826
78,"female",16,"Coll_Univ","center",0.875,3.25,2,1.82608695652174
39,"female",15,"Coll_Univ","left",3.375,2.75,3.18181818181818,3.17391304347826
40,"male",17,"Grad_Prof","left",3.125,3.25,3.54545454545455,3.34782608695652
66,"female",12,"HS","center",3.25,3.75,3.36363636363636,3.39130434782609
24,"female",15,"Coll_Univ","center",1.75,3.25,2,2.1304347826087
44,"male",12,"HS","right",2.125,1.75,2.27272727272727,2.1304347826087
28,"female",17,"Grad_Prof","right",2.125,0.75,1.54545454545455,1.60869565217391
22,"male",12,"HS","left",1.125,1,2.09090909090909,1.56521739130435
75,"male",8,"Less_HS","center",2.125,1.75,0.818181818181818,1.43478260869565
30,"female",17,"Grad_Prof","left",2.125,2.25,2.81818181818182,2.47826086956522
58,"female",10,"Less_HS","left",2.625,2,2.63636363636364,2.52173913043478
39,"male",12,"HS","center",2.75,3,2.72727272727273,2.78260869565217
25,"male",15,"Coll_Univ","left",1.5,1.75,1.63636363636364,1.60869565217391
19,"male",13,"HS","right",NA,NA,NA,NA
36,"male",12,"HS","right",0.625,1.5,2.63636363636364,1.73913043478261
22,"female",12,"HS","center",2.75,1.25,2.54545454545455,2.39130434782609
33,"female",18,"Grad_Prof","left",3.375,2.75,3,3.08695652173913
26,"female",15,"Coll_Univ","left",1.375,1.25,2.54545454545455,1.91304347826087
25,"female",15,"Coll_Univ","center",3.5,2.75,3.27272727272727,3.26086956521739
56,"male",16,"Coll_Univ","center",2.375,2,2.09090909090909,2.17391304347826
24,"female",16,"Coll_Univ","center",3.125,3.5,2.54545454545455,2.91304347826087
25,"male",12,"HS","right",2.625,2.5,2.18181818181818,2.39130434782609
23,"male",12,"HS","right",2.625,1,2.72727272727273,2.39130434782609
22,"female",12,"HS","left",2.625,2.75,2.36363636363636,2.52173913043478
21,"male",12,"HS","left",2.625,2.75,2.36363636363636,2.52173913043478
70,"male",12,"HS","left",3.375,1.75,2.81818181818182,2.82608695652174
27,"female",15,"Coll_Univ","center",1.625,1.5,2.09090909090909,1.82608695652174
43,"female",16,"Coll_Univ","center",2.75,4,2.90909090909091,3.04347826086957
24,"male",12,"HS","center",3.125,2,1.90909090909091,2.34782608695652
22,"female",12,"HS","center",3.5,4,3.36363636363636,3.52173913043478
26,"male",20,"Grad_Prof","center",2.75,2.5,2.63636363636364,2.65217391304348
30,"male",15,"Coll_Univ","left",1.75,1,2.90909090909091,2.17391304347826
22,"female",14,"HS","right",3,2.75,3.27272727272727,3.08695652173913
28,"female",17,"Grad_Prof","center",NA,NA,NA,NA
28,"male",15,"Coll_Univ","right",1.625,0.75,1.90909090909091,1.60869565217391
29,"male",16,"Coll_Univ","center",3.25,3.25,2.63636363636364,2.95652173913043
21,"female",15,"Coll_Univ","left",1.625,1.25,2.45454545454545,1.95652173913043
57,"female",15,"Coll_Univ","center",3,2.75,3.54545454545455,3.21739130434783
49,"female",16,"Coll_Univ","left",2.625,2.5,2.36363636363636,2.47826086956522
28,"female",12,"HS","left",2.875,2,2.81818181818182,2.69565217391304
27,"male",15,"Coll_Univ","right",0.5,0,0.909090909090909,0.608695652173913
18,"male",11,"Less_HS","center",2.5,0.75,1.27272727272727,1.60869565217391
31,"female",15,"Coll_Univ","right",NA,NA,NA,NA
32,"male",NA,NA,"center",NA,NA,NA,NA
26,"male",26,"Grad_Prof","right",NA,NA,NA,NA
31,"female",15,"Coll_Univ","center",3.125,2.25,3,2.91304347826087
61,"male",13,"HS","left",0.875,1.25,1.36363636363636,1.17391304347826
27,"male",15,"Coll_Univ","right",3,1.25,2.54545454545455,2.47826086956522
23,"male",14,"HS","center",1.875,1.75,1.81818181818182,1.82608695652174
32,"male",16,"Coll_Univ","center",2,0.5,1.63636363636364,1.56521739130435
28,"male",12,"HS","right",NA,NA,NA,NA
NA,"male",15,"Coll_Univ","center",NA,NA,NA,NA
30,"male",15,"Coll_Univ","center",NA,NA,NA,NA
24,"male",12,"HS","center",2.375,2.25,2.54545454545455,2.43478260869565
39,"female",12,"HS","right",3.125,1.5,2.54545454545455,2.56521739130435
35,"female",16,"Coll_Univ","right",3.5,3,3,3.17391304347826
45,"female",19,"Grad_Prof","center",3.375,3.5,3.09090909090909,3.26086956521739
23,"female",13,"HS","center",3.25,2.25,2.36363636363636,2.65217391304348
30,"female",16,"Coll_Univ","center",2.75,2.5,1.81818181818182,2.26086956521739
20,"male",12,"HS","right",2.75,2.75,2.36363636363636,2.56521739130435
25,"female",16,"Coll_Univ","right",3.5,2.75,3.45454545454545,3.34782608695652
42,"female",15,"Coll_Univ","right",1.5,2,2.18181818181818,1.91304347826087
24,"female",14,"HS","center",3.5,3.5,3.18181818181818,3.34782608695652
54,"female",16,"Coll_Univ","left",2.875,1.25,2.27272727272727,2.30434782608696
60,"male",18,"Grad_Prof","right",0.5,1,0.727272727272727,0.695652173913043
27,"female",15,"Coll_Univ","right",2.75,3.25,3.18181818181818,3.04347826086957
24,"male",12,"HS","right",2.375,2.25,2,2.17391304347826
48,"female",16,"Coll_Univ","left",3.25,1,2.18181818181818,2.34782608695652
20,"female",12,"HS","right",2.5,2.75,3.36363636363636,2.95652173913043
24,"male",15,"Coll_Univ","center",0.75,2,0.818181818181818,1
22,"female",12,"HS","center",1.5,1,2.36363636363636,1.82608695652174
25,"female",15,"Coll_Univ","right",NA,NA,NA,NA
46,"female",15,"Coll_Univ","center",2.5,1.75,3.09090909090909,2.65217391304348
26,"female",12,"HS","right",2.125,1.5,2.18181818181818,2.04347826086957
35,"female",12,"HS","center",1.5,2,2.81818181818182,2.21739130434783
47.5,"male",17,"Grad_Prof","left",1.375,1.25,1.72727272727273,1.52173913043478
25,"male",12,"HS","center",2.625,1.75,1.63636363636364,2
28,"female",15,"Coll_Univ","left",2.25,1,2.54545454545455,2.17391304347826
29,"male",15,"Coll_Univ","right",1.25,1.25,3.18181818181818,2.17391304347826
23,"female",14,"HS","right",3.125,2.5,2.63636363636364,2.78260869565217
27,"female",12,"HS","left",1.25,2,1.63636363636364,1.56521739130435
49,"female",21,"Grad_Prof","left",1,1.25,1.09090909090909,1.08695652173913
26,"female",16,"Coll_Univ","right",2.5,2.75,1.90909090909091,2.26086956521739
50,"female",16,"Coll_Univ","center",1.75,0.75,1.54545454545455,1.47826086956522
38,"male",18,"Grad_Prof","right",NA,NA,NA,NA
49,"male",15,"Coll_Univ","center",3.625,2.75,2.54545454545455,2.95652173913043
32,"male",17,"Grad_Prof","right",3.125,2.75,2,2.52173913043478
22,"female",15,"Coll_Univ","right",3.375,2.5,3.36363636363636,3.21739130434783
40,"male",15,"Coll_Univ","center",2.625,3,1.54545454545455,2.17391304347826
23,"male",12,"HS","right",1.625,1.5,1.72727272727273,1.65217391304348
35,"female",12,"HS","right",3.375,2.75,2.63636363636364,2.91304347826087
40,"female",18,"Grad_Prof","left",3.375,3,2.36363636363636,2.82608695652174
21,"female",12,"HS","center",2.5,3,3.27272727272727,2.95652173913043
35,"female",15,"Coll_Univ","center",3.5,3.5,3.36363636363636,3.43478260869565
38,"female",15,"Coll_Univ","center",0.625,1,1.18181818181818,0.956521739130435
31,"male",15,"Coll_Univ","right",3.125,1.5,3,2.78260869565217
26,"female",12,"HS","center",2.25,1.75,2.63636363636364,2.34782608695652
21,"male",12,"HS","right",2.625,1.75,1.90909090909091,2.1304347826087
22,"female",15,"Coll_Univ","center",2.5,3,2.90909090909091,2.78260869565217
24,"male",12,"HS","right",2.75,2.5,3.09090909090909,2.8695652173913
28,"female",NA,NA,"center",NA,NA,NA,NA
22,"female",14,"HS","right",3.125,3.5,3,3.1304347826087
29,"male",17,"Grad_Prof","center",2.875,3,1.81818181818182,2.39130434782609
39,"male",15,"Coll_Univ","center",1.75,2.25,1.90909090909091,1.91304347826087
27,"female",17,"Grad_Prof","left",3.125,2,3.45454545454545,3.08695652173913
32,"male",15,"Coll_Univ","right",NA,NA,NA,NA
68,"female",15,"Coll_Univ","right",2.625,2.25,2.09090909090909,2.30434782608696
35,"male",15,"Coll_Univ","left",2.75,1.25,2.72727272727273,2.47826086956522
25,"male",15,"Coll_Univ","right",3.25,2.25,2.72727272727273,2.82608695652174
59,"male",17,"Grad_Prof","left",1,0.5,0.818181818181818,0.826086956521739
20,"female",12,"HS","center",3.125,1.75,2.27272727272727,2.47826086956522
35,"female",15,"Coll_Univ","right",2.375,1.5,2.63636363636364,2.34782608695652
21,"female",13,"HS","right",3.5,1.25,2.54545454545455,2.65217391304348
41,"male",15,"Coll_Univ","right",2.5,1.5,2.18181818181818,2.17391304347826
50,"male",27,"Grad_Prof","center",0.875,1.25,0.909090909090909,0.956521739130435
31,"female",15,"Coll_Univ","center",2.875,3.25,2.63636363636364,2.82608695652174
28,"female",15,"Coll_Univ","center",1.375,1.25,2.18181818181818,1.73913043478261
27,"female",15,"Coll_Univ","center",3,2.75,2,2.47826086956522
30,"male",20,"Grad_Prof","right",NA,NA,NA,NA
62,"female",15,"Coll_Univ","left",2.5,1.5,2.81818181818182,2.47826086956522
38,"male",15,"Coll_Univ","right",1.125,1,0.818181818181818,0.956521739130435
27,"female",15,"Coll_Univ","center",3.125,2,2.36363636363636,2.56521739130435
28,"female",17,"Grad_Prof","left",2.75,1.75,2.36363636363636,2.39130434782609
32,"male",15,"Coll_Univ","left",2.125,2.25,2.54545454545455,2.34782608695652
27,"male",15,"Coll_Univ","right",2.875,1.75,1.36363636363636,1.95652173913043
65,"male",20,"Grad_Prof","center",1,2.5,1.81818181818182,1.65217391304348
23,"male",12,"HS","center",3,1.75,2.27272727272727,2.43478260869565
31,"male",16,"Coll_Univ","center",2.5,3.25,2.63636363636364,2.69565217391304
34,"male",15,"Coll_Univ","center",0.625,1.5,0.909090909090909,0.91304347826087
24,"female",15,"Coll_Univ","right",2.875,1,2.72727272727273,2.47826086956522
22,"female",12,"HS","left",2.375,2,2.45454545454545,2.34782608695652
41,"male",17,"Grad_Prof","center",3.875,3,2.54545454545455,3.08695652173913
26,"female",12,"HS","right",2.25,1.5,2.54545454545455,2.26086956521739
26,"female",15,"Coll_Univ","center",2.625,3.25,3.36363636363636,3.08695652173913
23,"female",14.5,"HS","left",2.125,3.5,2.36363636363636,2.47826086956522
42,"female",19,"Grad_Prof","left",2.375,2.5,1.90909090909091,2.17391304347826
26,"female",15,"Coll_Univ","left",2.75,2.25,3.18181818181818,2.8695652173913
36,"male",18,"Grad_Prof","right",2.75,2.25,2.72727272727273,2.65217391304348
18,"male",12,"HS","center",2.25,3.25,2.18181818181818,2.39130434782609
20.6,"male",12,"HS","right",2.875,1,2.90909090909091,2.56521739130435
33,"male",13,"HS","center",2.25,0.75,1.72727272727273,1.73913043478261
20,"female",12,"HS","left",3.125,2.25,2.63636363636364,2.73913043478261
70,"female",14,"HS","left",2,1.25,1.54545454545455,1.65217391304348
24,"male",12,"HS","left",NA,NA,NA,NA
24,"female",13,"HS","center",1.25,1.5,2.54545454545455,1.91304347826087
50,"female",12,"HS","left",3.875,2.5,2.27272727272727,2.8695652173913
19,"female",12,"HS","right",2.125,1.75,2.45454545454545,2.21739130434783
29,"male",16,"Coll_Univ","center",NA,NA,NA,NA
19,"female",12,"HS","right",2.75,2,3.54545454545455,3
62,"female",11,"Less_HS","center",2.25,3.25,2.45454545454545,2.52173913043478
36,"male",15,"Coll_Univ","right",3.25,2.25,2.36363636363636,2.65217391304348
23,"male",12,"HS","right",2.5,2.75,2.63636363636364,2.60869565217391
55.5,"female",12,"HS","center",1,1.25,1.81818181818182,1.43478260869565
31,"male",15,"Coll_Univ","center",NA,NA,NA,NA
40,"female",12,"HS","center",2.625,1.25,2.09090909090909,2.1304347826087
38,"female",12,"HS","center",2.625,2.25,2.90909090909091,2.69565217391304
46,"female",12,"HS","left",3.125,2.75,3.09090909090909,3.04347826086957
24,"male",14,"HS","center",2.5,1.25,2,2.04347826086957
22,"female",14,"HS","right",3.5,2.25,3.54545454545455,3.30434782608696
29,"female",15,"Coll_Univ","center",1.75,3.25,3.09090909090909,2.65217391304348
26,"female",14,"HS","center",2.5,1.5,1.45454545454545,1.82608695652174
18,"male",12,"HS","right",2.25,2,2.18181818181818,2.17391304347826
33,"male",12,"HS","center",2.375,1.75,2,2.08695652173913
31,"male",15,"Coll_Univ","left",0.75,1.5,1.81818181818182,1.39130434782609
51,"male",15,"Coll_Univ","center",0.125,2,1.63636363636364,1.17391304347826
21,"male",15,"Coll_Univ","right",0.75,1.25,0.818181818181818,0.869565217391304
24,"male",12,"HS","right",NA,NA,NA,NA
21,"female",12,"HS","center",1.625,1.5,2.27272727272727,1.91304347826087
30,"female",17,"Grad_Prof","right",2.875,1.5,3.09090909090909,2.73913043478261
45,"male",12,"HS","right",2.5,0.5,3.27272727272727,2.52173913043478
24,"male",12,"HS","center",NA,NA,NA,NA
60,"female",12,"HS","center",1.75,2.25,3,2.43478260869565
41,"female",18,"Grad_Prof","left",2.625,2.75,2.81818181818182,2.73913043478261
27,"female",15,"Coll_Univ","center",NA,NA,NA,NA
21,"male",12,"HS","center",NA,NA,NA,NA
22,"female",15,"Coll_Univ","center",2.875,3,3.45454545454545,3.17391304347826
26,"female",12,"HS","left",2.75,2.75,2.90909090909091,2.82608695652174
58,"male",15,"Coll_Univ","center",NA,NA,NA,NA
35,"female",19,"Grad_Prof","left",1.875,0.5,2.27272727272727,1.82608695652174
51,"male",15,"Coll_Univ","left",2.25,1.5,1.90909090909091,1.95652173913043
24,"male",12,"HS","right",0.875,1,1.27272727272727,1.08695652173913
28,"male",15,"Coll_Univ","center",2.25,1.75,2,2.04347826086957
32,"female",15,"Coll_Univ","left",3.125,1.25,1.90909090909091,2.21739130434783
23,"female",12,"HS","left",2.75,2.5,2.63636363636364,2.65217391304348
23,"male",12,"HS","right",2.75,1.5,2.18181818181818,2.26086956521739
29,"female",15,"Coll_Univ","center",2.875,1.5,3.36363636363636,2.8695652173913
29,"male",15,"Coll_Univ","right",2,2,2.63636363636364,2.30434782608696
46,"female",12,"HS","right",2,2.25,2.72727272727273,2.39130434782609
23,"female",15,"Coll_Univ","center",NA,NA,NA,NA
20,"female",12,"HS","right",2.125,2,2.45454545454545,2.26086956521739
24,"female",12,"HS","right",2.75,3.125,2.63636363636364,2.76086956521739
28,"female",15,"Coll_Univ","center",3.25,2.25,3,2.95652173913043
31,"male",12,"HS","center",1.375,1.25,2.09090909090909,1.69565217391304
30,"male",12,"HS","right",2.625,1.5,2.63636363636364,2.43478260869565
57,"male",15,"Coll_Univ","right",NA,NA,NA,NA
67,"male",15,"Coll_Univ","right",2.625,3.25,2.45454545454545,2.65217391304348
NA,"female",15,"Coll_Univ","center",NA,NA,NA,NA
43,"female",15,"Coll_Univ","center",3.25,3,3.45454545454545,3.30434782608696
35,"female",15,"Coll_Univ","right",3.875,3.25,3.63636363636364,3.65217391304348
49,"female",12,"HS","center",3.625,3,3,3.21739130434783
24,"female",15,"Coll_Univ","center",2.75,2.25,2.54545454545455,2.56521739130435
34.5,"female",15,"Coll_Univ","center",NA,NA,NA,NA
62,"male",12,"HS","right",4.125,2,2.81818181818182,3.1304347826087
28,"female",18,"Grad_Prof","right",2.625,3.25,3,2.91304347826087
22,"female",12,"HS","right",NA,NA,NA,NA
25,"male",15,"Coll_Univ","right",2.375,1.75,3.27272727272727,2.69565217391304
24,"female",14,"HS","right",2.75,2.25,3.18181818181818,2.8695652173913
28,"male",15,"Coll_Univ","right",2,1.75,1.81818181818182,1.8695652173913
28,"male",15,"Coll_Univ","right",2.875,1.25,2.18181818181818,2.26086956521739
32,"female",18,"Grad_Prof","center",0,1.25,1.27272727272727,0.826086956521739
63,"male",15,"Coll_Univ","center",1.625,2.25,2,1.91304347826087
45,"male",18,"Grad_Prof","right",3.125,2,2.81818181818182,2.78260869565217
35,"female",18,"Grad_Prof","left",1.625,1,2.72727272727273,2.04347826086957
38,"female",NA,NA,"left",NA,NA,NA,NA
31,"female",18,"Grad_Prof","center",3.5,3,2.72727272727273,3.04347826086957
21,"female",12,"HS","left",3.125,3,2.54545454545455,2.82608695652174
20,"male",12,"HS","right",NA,NA,NA,NA
30,"male",17,"Grad_Prof","left",1.375,0.5,2.54545454545455,1.78260869565217
50,"female",15,"Coll_Univ","center",1.5,2.5,2.09090909090909,1.95652173913043
28,"male",15,"Coll_Univ","right",3.375,3,2.90909090909091,3.08695652173913
29,"female",15,"Coll_Univ","right",3.375,1.75,2.81818181818182,2.82608695652174
25,"female",15,"Coll_Univ","right",2.375,2.75,3.18181818181818,2.82608695652174
24,"male",12,"HS","right",2.375,2.25,1.90909090909091,2.1304347826087
26,"female",14,"HS","center",2.875,1.75,3.54545454545455,3
35,"male",15,"Coll_Univ","right",NA,NA,NA,NA
29,"female",15,"Coll_Univ","center",3,2.75,2.63636363636364,2.78260869565217
20,"male",12,"HS","center",1.875,1.5,1.72727272727273,1.73913043478261
25,"female",13,"HS","left",2.5,2,2.54545454545455,2.43478260869565
38,"female",15,"Coll_Univ","left",2.875,2.25,2.72727272727273,2.69565217391304
30,"male",19,"Grad_Prof","left",1.375,0.75,2.36363636363636,1.73913043478261
56,"male",12,"HS","right",2.625,2.25,2.90909090909091,2.69565217391304
60,"female",16,"Coll_Univ","center",1.75,2.75,2.54545454545455,2.30434782608696
28,"female",18,"Grad_Prof","left",1.625,0.25,1.36363636363636,1.26086956521739
23,"female",12,"HS","right",3.125,2.25,2.90909090909091,2.8695652173913
34,"male",15,"Coll_Univ","center",2.5,1.75,2.36363636363636,2.30434782608696
23,"female",15,"Coll_Univ","right",2,2.5,2.45454545454545,2.30434782608696
18,"female",12,"HS","right",NA,NA,NA,NA
29,"female",15,"Coll_Univ","left",2.75,3.25,3,2.95652173913043
20,"male",12,"HS","right",3.25,2.5,2.27272727272727,2.65217391304348
43,"female",15,"Coll_Univ","right",2.375,1,2.72727272727273,2.30434782608696
31,"male",16,"Coll_Univ","right",1.625,2,2.27272727272727,2
25,"male",15,"Coll_Univ","right",2.25,1,1.72727272727273,1.78260869565217
35,"male",15,"Coll_Univ","right",3.375,1.75,2.45454545454545,2.65217391304348
38,"male",20,"Grad_Prof","center",NA,NA,NA,NA
21,"male",12,"HS","right",NA,NA,NA,NA
